sheet,cell,row,column,type,value,number_format,style_id
Recap coupeuses Ampandra,H6,6,8,NUMBER,120,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,I6,6,9,NUMBER,972690,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,J6,6,10,NUMBER,10000,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,K6,6,11,NUMBER,962690,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,L6,6,12,NUMBER,962600,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,N6,6,14,FORMULA,=+J6/A6,General,1
Recap coupeuses Ampandra,A7,7,1,NUMBER,12,0,44
Recap coupeuses Ampandra,B7,7,2,TEXT,ACHAT MICA BRUT FP1 FOND MINE,@,1382
Recap coupeuses Ampandra,D7,7,4,NUMBER,9014,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,E7,7,5,NUMBER,0,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,F7,7,6,NUMBER,9014,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,G7,7,7,NUMBER,170,"#,##0.00",48
Recap coupeuses Ampandra,H7,7,8,NUMBER,250,"#,##0.00",48
Recap coupeuses Ampandra,I7,7,9,NUMBER,1532380,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,J7,7,10,NUMBER,24000,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,K7,7,11,NUMBER,1508380,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,L7,7,12,NUMBER,1507900,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,N7,7,14,FORMULA,=+J7/A7,General,1
Recap coupeuses Ampandra,A8,8,1,NUMBER,10,0,44
Recap coupeuses Ampandra,B8,8,2,TEXT,TO SURFACE,@,1383
Recap coupeuses Ampandra,D8,8,4,NUMBER,6491,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,E8,8,5,NUMBER,0,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,F8,8,6,NUMBER,6491,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",47
Recap coupeuses Ampandra,G8,8,7,NUMBER,120,"#,##0.00",48
Recap coupeuses Ampandra,H8,8,8,NUMBER,250,"#,##0.00",48
Recap coupeuses Ampandra,I8,8,9,NUMBER,778920,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,J8,8,10,NUMBER,20000,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,K8,8,11,NUMBER,758920,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,L8,8,12,NUMBER,758900,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",35
Recap coupeuses Ampandra,N8,8,14,FORMULA,=+J8/A8,General,1
Recap coupeuses Ampandra,A9,9,1,TEXT,27,@,49
Recap coupeuses Ampandra,B9,9,2,TEXT,TOTAL,General,1384
Recap coupeuses Ampandra,D9,9,4,NUMBER,26202,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,E9,9,5,NUMBER,83,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,F9,9,6,NUMBER,26285,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,G9,9,7,NUMBER,380,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,H9,9,8,NUMBER,620,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,I9,9,9,NUMBER,3283990,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,J9,9,10,NUMBER,54000,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,K9,9,11,NUMBER,3229990,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Recap coupeuses Ampandra,L9,9,12,NUMBER,3229400,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",50
Commande à honorer,E1,1,5,TEXT,Quantités,General,1283
Commande à honorer,A2,2,1,TEXT,Client,General,158
Commande à honorer,B2,2,2,TEXT,Commande,General,159
Commande à honorer,C2,2,3,TEXT,Date de livraison,General,159
Commande à honorer,D2,2,4,TEXT,Type,General,159
Commande à honorer,E2,2,5,TEXT,En tonne,General,159
Commande à honorer,F2,2,6,TEXT,Nbre CT,General,159
Commande à honorer,G2,2,7,TEXT,Observation,General,160
Commande à honorer,A3,3,1,TEXT,ELINAR,General,174
Commande à honorer,B3,3,2,NUMBER,2017,General,175
Commande à honorer,C3,3,3,NUMBER,2017,General,175
Commande à honorer,D3,3,4,TEXT,TRA,General,176
Commande à honorer,E3,3,5,NUMBER,360,"#,##0.00_ ;[Red]\-#,##0.00\ ",1385
Commande à honorer,F3,3,6,NUMBER,15,"#,##0.00_ ;[Red]\-#,##0.00\ ",1385
Commande à honorer,G3,3,7,TEXT,Reliquat commande 2017 à livrer en 2018 jusqu'en fin Février 2018,General,178
Commande à honorer,A4,4,1,TEXT,ELINAR,General,179
Commande à honorer,B4,4,2,NUMBER,2017,General,180
Commande à honorer,C4,4,3,NUMBER,2017,General,180
Commande à honorer,D4,4,4,TEXT,ABR,General,181
Commande à honorer,E4,4,5,NUMBER,336,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F4,4,6,NUMBER,14,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G4,4,7,TEXT,Reliquat commande 2017 à livrer en 2018 jusqu'en fin Février 2018,General,183
Commande à honorer,A5,5,1,TEXT,ELINAR,General,179
Commande à honorer,B5,5,2,NUMBER,2018,General,180
Commande à honorer,C5,5,3,NUMBER,2018,General,180
Commande à honorer,D5,5,4,TEXT,TRA,General,176
Commande à honorer,E5,5,5,NUMBER,1200,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F5,5,6,NUMBER,50,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G5,5,7,TEXT,Commande 2018 livraison à partir de Mars 2018,General,183
Commande à honorer,I5,5,9,FORMULA,=73*24000,General,0
Commande à honorer,K5,5,11,NUMBER,73,General,0
Commande à honorer,A6,6,1,TEXT,ELINAR,General,179
Commande à honorer,B6,6,2,NUMBER,2018,General,180
Commande à honorer,C6,6,3,NUMBER,2018,General,180
Commande à honorer,D6,6,4,TEXT,ABR,General,181
Commande à honorer,E6,6,5,NUMBER,1200,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F6,6,6,NUMBER,50,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G6,6,7,TEXT,Commande 2018 livraison à partir de Mars 2018,General,183
Commande à honorer,A7,7,1,TEXT,OKABE,General,179
Commande à honorer,B7,7,2,NUMBER,2017,General,180
Commande à honorer,C7,7,3,OTHER,2017-11-01 00:00:00,mmm-yy,184
Commande à honorer,D7,7,4,TEXT,TRA,General,176
Commande à honorer,E7,7,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F7,7,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G7,7,7,TEXT,Retard de 02 mois,General,183
Commande à honorer,I7,7,9,FORMULA,=2*17500,General,0
Commande à honorer,A8,8,1,TEXT,NIPPON RIKA,General,1387
Commande à honorer,B8,8,2,NUMBER,2017,General,1388
Commande à honorer,C8,8,3,OTHER,2017-12-01 00:00:00,mmm-yy,1389
Commande à honorer,D8,8,4,TEXT,TRA,General,176
Commande à honorer,E8,8,5,NUMBER,17.5,"#,##0.00_ ;[Red]\-#,##0.00\ ",1390
Commande à honorer,F8,8,6,NUMBER,1,"#,##0.00_ ;[Red]\-#,##0.00\ ",1390
Commande à honorer,G8,8,7,TEXT,Devrait être envoyé ce mois-ci,General,1391
Commande à honorer,D9,9,4,TEXT,S FP,General,181
Commande à honorer,E9,9,5,NUMBER,0.3,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,A10,10,1,TEXT,NIPPON RIKA,General,1392
Commande à honorer,B10,10,2,NUMBER,2017,General,1388
Commande à honorer,C10,10,3,OTHER,2018-02-01 00:00:00,mmm-yy,1389
Commande à honorer,D10,10,4,TEXT,TRA,General,176
Commande à honorer,E10,10,5,NUMBER,17.5,"#,##0.00_ ;[Red]\-#,##0.00\ ",1390
Commande à honorer,F10,10,6,NUMBER,1,"#,##0.00_ ;[Red]\-#,##0.00\ ",1390
Commande à honorer,G10,10,7,TEXT,Commande 2017,General,1391
Commande à honorer,D11,11,4,TEXT,S FP,General,181
Commande à honorer,E11,11,5,NUMBER,0.3,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,A12,12,1,TEXT,OKABE,General,179
Commande à honorer,B12,12,2,NUMBER,2017,General,180
Commande à honorer,C12,12,3,TEXT,Début 12/2017,General,180
Commande à honorer,D12,12,4,TEXT,FP1,General,181
Commande à honorer,E12,12,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F12,12,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G12,12,7,TEXT,A envoyer dès que possible (dernier envoi le 18/11/2017),General,183
Commande à honorer,A13,13,1,TEXT,OKABE,General,179
Commande à honorer,B13,13,2,NUMBER,2017,General,180
Commande à honorer,C13,13,3,TEXT,Début 12/2017,General,180
Commande à honorer,D13,13,4,TEXT,FP1,General,181
Commande à honorer,E13,13,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F13,13,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G13,13,7,TEXT,A envoyer dès que possible (dernier envoi le 18/11/2017),General,183
Commande à honorer,A14,14,1,TEXT,OKABE,General,179
Commande à honorer,B14,14,2,NUMBER,2018,General,180
Commande à honorer,C14,14,3,OTHER,2017-11-01 00:00:00,mmm-yy,184
Commande à honorer,D14,14,4,TEXT,TRA,General,176
Commande à honorer,E14,14,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F14,14,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G14,14,7,TEXT,Commande 2017/2018,General,183
Commande à honorer,I14,14,9,FORMULA,=2*17.5,General,0
Commande à honorer,A15,15,1,TEXT,OKABE,General,179
Commande à honorer,B15,15,2,NUMBER,2018,General,180
Commande à honorer,C15,15,3,OTHER,2018-03-01 00:00:00,mmm-yy,184
Commande à honorer,D15,15,4,TEXT,TRA,General,176
Commande à honorer,E15,15,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F15,15,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G15,15,7,TEXT,Commande 2017/2018,General,183
Commande à honorer,A16,16,1,TEXT,OKABE,General,179
Commande à honorer,B16,16,2,NUMBER,2018,General,180
Commande à honorer,C16,16,3,OTHER,2018-07-01 00:00:00,mmm-yy,184
Commande à honorer,D16,16,4,TEXT,TRA,General,176
Commande à honorer,E16,16,5,NUMBER,40,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,F16,16,6,NUMBER,2,"#,##0.00_ ;[Red]\-#,##0.00\ ",1386
Commande à honorer,G16,16,7,TEXT,Commande 2017/2018,General,183
Commande à honorer,D17,17,4,TEXT,Total,General,163
Commande à honorer,E17,17,5,FORMULA,=SUM(E3:E16),"#,##0.00",164
Commande à honorer,F17,17,6,FORMULA,=SUM(F3:F16),"#,##0.00",164
Commande à honorer,C19,19,3,TEXT,Total,General,1393
Commande à honorer,D19,19,4,TEXT,TRA,General,166
Commande à honorer,E19,19,5,FORMULA,"=SUMIF(D3:D16,""TRA"",E3:E16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1394
Commande à honorer,F19,19,6,FORMULA,"=SUMIF(D4:D17,""TRA"",F3:F16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1394
Commande à honorer,D20,20,4,TEXT,ABR,General,168
Commande à honorer,E20,20,5,FORMULA,"=SUMIF(D3:D16,""ABR"",E3:E16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1395
Commande à honorer,F20,20,6,FORMULA,"=SUMIF(D3:D16,""ABR"",F3:F16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1395
Commande à honorer,G20,20,7,FORMULA,=+E20/24000,General,59
Commande à honorer,D21,21,4,TEXT,FP1,General,168
Commande à honorer,E21,21,5,FORMULA,"=SUMIF(D3:D16,""FP1"",E3:E16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1396
Commande à honorer,F21,21,6,FORMULA,"=SUMIF(D3:D16,""FP1"",F3:F16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1396
Commande à honorer,D22,22,4,TEXT,S FP,General,171
Commande à honorer,E22,22,5,FORMULA,"=SUMIF(D3:D16,""S FP"",E3:E16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1397
Commande à honorer,F22,22,6,FORMULA,"=SUMIF(D4:D17,""S FP"",F3:F16)","#,##0.00_ ;[Red]\-#,##0.00\ ",1397
Commande à honorer,E23,23,5,FORMULA,=SUM(E19:E22),"#,##0.00",173
Commande à honorer,F23,23,6,FORMULA,=SUM(F19:F22),"#,##0.00",173
Commande à honorer,G23,23,7,FORMULA,=+E23-Production!#REF!/1000-E21-E22,"#,##0.00",129
Commande à honorer,E26,26,5,FORMULA,=+E4+E6,"#,##0.00_ ;[Red]\-#,##0.00\ ",1398
Commande à honorer,E27,27,5,FORMULA,=+E26/24,General,0
Détails,A1,1,1,TEXT,OBJECTIFS 2018,General,83
Détails,A2,2,1,TEXT,1- Solder les commandes 2017 (janv - Fevr) soit 33 TC dont 16 CT ABR et 17 CT TRA,General,85
Détails,A3,3,1,TEXT,2- Produire et exporter      /An de SCRAP ABR-TRA,General,85
Détails,E3,3,5,FORMULA,=33*24000,General,59
Détails,F3,3,6,TEXT,Avant Octobre,General,59
Détails,I3,3,9,FORMULA,=18/20,General,0
Détails,A4,4,1,TEXT,3- Exporter les déchets:,General,85
Détails,A5,5,1,TEXT,- En poudre,General,86
Détails,C6,6,3,FORMULA,=+C4+C5,General,114
Détails,D6,6,4,FORMULA,=+D4+D5,General,114
Détails,E6,6,5,FORMULA,=+E4+E5,General,114
Détails,F6,6,6,FORMULA,=+F4+F5,General,114
Détails,G6,6,7,FORMULA,=+G4+G5,General,114
Détails,H6,6,8,FORMULA,=+H4+H5,General,114
Détails,I6,6,9,FORMULA,=+I4+I5,General,114
Détails,J6,6,10,FORMULA,=+J4+J5,General,114
Détails,K6,6,11,FORMULA,=+K4+K5,General,114
Détails,L6,6,12,FORMULA,=+L4+L5,General,114
Détails,M6,6,13,FORMULA,=+M4+M5,General,114
Détails,N6,6,14,FORMULA,=+N4+N5,General,114
Détails,O6,6,15,FORMULA,=+O4+O5,General,114
Détails,A7,7,1,TEXT,Cannaux de distribution:,General,85
Détails,A8,8,1,TEXT,Traders soit 50% ou moins,General,85
Détails,C8,8,3,FORMULA,=+$B$8*C4,General,59
Détails,D8,8,4,FORMULA,=+$B$8*D4,General,59
Détails,E8,8,5,FORMULA,=+$B$8*E4,General,59
Détails,F8,8,6,FORMULA,=+$B$8*F4,General,59
Détails,G8,8,7,FORMULA,=+$B$8*G4,General,59
Détails,H8,8,8,FORMULA,=+$B$8*H4,General,59
Détails,I8,8,9,FORMULA,=+$B$8*I4,General,59
Détails,J8,8,10,FORMULA,=+$B$8*J4,General,59
Détails,K8,8,11,FORMULA,=+$B$8*K4,General,59
Détails,L8,8,12,FORMULA,=+$B$8*L4,General,59
Détails,M8,8,13,FORMULA,=+$B$8*M4,General,59
Détails,N8,8,14,FORMULA,=+$B$8*N4,General,59
Détails,A9,9,1,TEXT,Vente directe soit 50% ou plus,General,85
Détails,C9,9,3,FORMULA,=+$B$9*C5,General,59
Détails,D9,9,4,FORMULA,=+$B$9*D5,General,59
Détails,E9,9,5,FORMULA,=+$B$9*E5,General,59
Détails,F9,9,6,FORMULA,=+$B$9*F5,General,59
Détails,G9,9,7,FORMULA,=+$B$9*G5,General,59
Détails,H9,9,8,FORMULA,=+$B$9*H5,General,59
Détails,I9,9,9,FORMULA,=+$B$9*I5,General,59
Détails,J9,9,10,FORMULA,=+$B$9*J5,General,59
Détails,K9,9,11,FORMULA,=+$B$9*K5,General,59
Détails,L9,9,12,FORMULA,=+$B$9*L5,General,59
Détails,M9,9,13,FORMULA,=+$B$9*M5,General,59
Détails,N9,9,14,FORMULA,=+$B$9*N5,General,59
Détails,C10,10,3,FORMULA,=+C8+C9,General,114
Détails,D10,10,4,FORMULA,=+D8+D9,General,114
Détails,E10,10,5,FORMULA,=+E8+E9,General,114
Détails,F10,10,6,FORMULA,=+F8+F9,General,114
Détails,G10,10,7,FORMULA,=+G8+G9,General,114
Détails,H10,10,8,FORMULA,=+H8+H9,General,114
Détails,I10,10,9,FORMULA,=+I8+I9,General,114
Détails,J10,10,10,FORMULA,=+J8+J9,General,114
Détails,K10,10,11,FORMULA,=+K8+K9,General,114
Détails,L10,10,12,FORMULA,=+L8+L9,General,114
Détails,M10,10,13,FORMULA,=+M8+M9,General,114
Détails,N10,10,14,FORMULA,=+N8+N9,General,114
Détails,O10,10,15,FORMULA,=+O8+O9,General,114
Détails,A11,11,1,TEXT,- NIPPON RIKA,General,86
Détails,A13,13,1,TEXT,"A- Produire et exporter 6,000T/An de SCRAP ABR-TRA",General,87
Détails,A14,14,1,TEXT,Client: ELINAR,General,88
Détails,A15,15,1,TEXT,Nos Points forts:,General,89
Détails,A16,16,1,TEXT,Qualité accepté,General,90
Détails,A17,17,1,TEXT,Prix abordable,General,90
Détails,A18,18,1,TEXT,Priorisation,General,90
Détails,A23,23,1,TEXT,POTENTIALITES EN MICA BRUTE,General,88
Détails,A24,24,1,TEXT,Tranomaro,General,88
Détails,B24,24,2,TEXT,Jours,General,91
Détails,C24,24,3,TEXT,Semaines,General,91
Détails,D24,24,4,TEXT,Mois,General,91
Détails,E24,24,5,TEXT,PU,General,91
Détails,F24,24,6,TEXT,Livraison,General,91
Détails,A25,25,1,TEXT,- Tsimalaha,General,92
Détails,B25,25,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C25,25,3,FORMULA,=+B25*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D25,25,4,FORMULA,=+C25*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E25,25,5,NUMBER,150,General,59
Détails,F25,25,6,TEXT,Lieu même,General,59
Détails,A26,26,1,TEXT,- Andranondambo,General,92
Détails,B26,26,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C26,26,3,FORMULA,=+B26*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D26,26,4,FORMULA,=+C26*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E26,26,5,NUMBER,170,General,59
Détails,F26,26,6,TEXT,Lieu même,General,59
Détails,A27,27,1,TEXT,- Marorotro,General,92
Détails,B27,27,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C27,27,3,FORMULA,=+B27*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D27,27,4,FORMULA,=+C27*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E27,27,5,NUMBER,150,General,59
Détails,F27,27,6,TEXT,Lieu même,General,59
Détails,B28,28,2,FORMULA,=SUM(B25:B27),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,C28,28,3,FORMULA,=SUM(C25:C27),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,D28,28,4,FORMULA,=SUM(D25:D27),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,A29,29,1,TEXT,Ranopiso,General,88
Détails,A30,30,1,TEXT,- Ankazofotsy,General,92
Détails,B30,30,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C30,30,3,FORMULA,=+B30*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D30,30,4,FORMULA,=+C30*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E30,30,5,NUMBER,200,General,59
Détails,F30,30,6,TEXT,Lieu même,General,59
Détails,G30,30,7,FORMULA,=25*50,General,59
Détails,A31,31,1,TEXT,- Ambatoabo,General,92
Détails,B31,31,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C31,31,3,FORMULA,=+B31*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D31,31,4,FORMULA,=+C31*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E31,31,5,NUMBER,200,General,59
Détails,F31,31,6,TEXT,Lieu même,General,59
Détails,A32,32,1,TEXT,- Ampikazo,General,92
Détails,B32,32,2,NUMBER,6,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,C32,32,3,FORMULA,=+B32*5,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D32,32,4,FORMULA,=+C32*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E32,32,5,NUMBER,200,General,59
Détails,F32,32,6,TEXT,Lieu même,General,59
Détails,A33,33,1,TEXT,- FRS 1,General,92
Détails,C33,33,3,NUMBER,30,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D33,33,4,FORMULA,=+C33*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E33,33,5,NUMBER,300,General,59
Détails,F33,33,6,TEXT,Livré FD,General,59
Détails,A34,34,1,TEXT,- FRS 2,General,92
Détails,C34,34,3,NUMBER,30,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,D34,34,4,FORMULA,=+C34*4,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",93
Détails,E34,34,5,NUMBER,300,General,59
Détails,F34,34,6,TEXT,Livré FD,General,59
Détails,A35,35,1,TEXT,- FRS 3,General,92
Détails,E35,35,5,NUMBER,300,General,59
Détails,F35,35,6,TEXT,Livré FD,General,59
Détails,I35,35,9,NUMBER,4200,General,0
Détails,A36,36,1,TEXT,- FRS 4,General,92
Détails,E36,36,5,NUMBER,300,General,59
Détails,F36,36,6,TEXT,Livré FD,General,59
Détails,I36,36,9,NUMBER,2400,General,0
Détails,J36,36,10,FORMULA,=+I36*2,General,0
Détails,C37,37,3,FORMULA,=SUM(C30:C36),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,D37,37,4,FORMULA,=SUM(D30:D36),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,A38,38,1,TEXT,Tsivory (si besoins),General,88
Détails,A39,39,1,TEXT,- FRS 1,General,92
Détails,E39,39,5,NUMBER,270,General,59
Détails,F39,39,6,TEXT,Lieu même,General,59
Détails,J39,39,10,FORMULA,=18*24,General,0
Détails,K39,39,11,FORMULA,=+J39*10,General,0
Détails,A40,40,1,TEXT,- FRS 2,General,92
Détails,E40,40,5,NUMBER,300,General,59
Détails,F40,40,6,TEXT,Livré FD avec prise en charge de la 1/2 frais,General,59
Détails,D41,41,4,FORMULA,=SUM(D39:D40),"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,C42,42,3,TEXT,Mensuelle,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",1294
Détails,F42,42,6,TEXT,Annuelle,General,1295
Détails,C43,43,3,TEXT,Mica brut,General,91
Détails,D43,43,4,TEXT,Mica coupé,General,91
Détails,F43,43,6,TEXT,Mica brut,General,91
Détails,G43,43,7,TEXT,Mica coupé,General,91
Détails,A44,44,1,TEXT,Potentialité annuelle,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",95
Détails,C44,44,3,FORMULA,"=SUM(D41,D37,D28)","_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
Détails,D44,44,4,FORMULA,=+C44*0.7,"_-* #,##0.00\ _€_-;\-* #,##0.00\ _€_-;_-* ""-""??\ _€_-;_-@_-",94
