business_code,business_name,category,unit,sheet,cell,value_2024,technical_classification,used_by_formulas,status,context
,,,,AN,H102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,F100==+E103 | G100==+F103 | H100==+G103 | I100==+H103 | J100==+I103 | F101=0 | G101=0 | H101=0 | I101=0 | J101=0 | F102=0 | G102=0 | I102=0 | J102=0 | F103==+F100+F101+F102 | G103==+G100+G101+G102 | H103==+H100+H101+H102 | I103==+I100+I101+I102 | J103==+J100+J101+J102
,,,,AN,H198,-45000,CANDIDATE_PARAMETER,5,TO_REVIEW,F196==+E199 | G196==+F199 | H196==+G199 | I196==+H199 | J196==+I199 | F197==-F192-F121 | G197==-G192-G121 | H197==-H192-H121 | I197==-I192-I121 | J197==-J192-J121 | F198=-5000 | G198=-5000 | I198==+H198*2 | J198==+I198*1.5 | F199==SUM(F196:F198) | G199==SUM(G196:G198) | H199==SUM(H196:H198) | I199==SUM(I196:I198) | J199==SUM(J196:J198)
,,,,AN,H96,0,CANDIDATE_PARAMETER,5,TO_REVIEW,F94==+E97 | G94==+F97 | H94==+G97 | I94==+H97 | J94==+I97 | F95==(Sal!F178+Sal!F179)/1000 | G95==(Sal!G178+Sal!G179)/1000 | H95==(Sal!H178+Sal!H179)/1000 | I95==(Sal!I178+Sal!I179)/1000 | J95==(Sal!J178+Sal!J179)/1000 | F96=0 | G96==-SUM(D95:F95) | I96=0 | J96==-SUM(G95:I95) | F97==+F94+F95+F96 | G97==+G94+G95+G96 | H97==+H94+H95+H96 | I97==+I94+I95+I96 | J97==+J94+J95+J96
,,,,AN,I102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,G100==+F103 | H100==+G103 | I100==+H103 | J100==+I103 | K100==+J103 | G101=0 | H101=0 | I101=0 | J101=0 | K101=0 | G102=0 | H102=0 | J102=0 | K102=0 | G103==+G100+G101+G102 | H103==+H100+H101+H102 | I103==+I100+I101+I102 | J103==+J100+J101+J102 | K103==+K100+K101+K102
,,,,AN,I96,0,CANDIDATE_PARAMETER,5,TO_REVIEW,G94==+F97 | H94==+G97 | I94==+H97 | J94==+I97 | K94==+J97 | G95==(Sal!G178+Sal!G179)/1000 | H95==(Sal!H178+Sal!H179)/1000 | I95==(Sal!I178+Sal!I179)/1000 | J95==(Sal!J178+Sal!J179)/1000 | K95==(Sal!K178+Sal!K179)/1000 | G96==-SUM(D95:F95) | H96=0 | J96==-SUM(G95:I95) | K96=0 | G97==+G94+G95+G96 | H97==+H94+H95+H96 | I97==+I94+I95+I96 | J97==+J94+J95+J96 | K97==+K94+K95+K96
,,,,AN,J102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,H100==+G103 | I100==+H103 | J100==+I103 | K100==+J103 | L100==+K103 | H101=0 | I101=0 | J101=0 | K101=0 | L101=0 | H102=0 | I102=0 | K102=0 | L102=0 | H103==+H100+H101+H102 | I103==+I100+I101+I102 | J103==+J100+J101+J102 | K103==+K100+K101+K102 | L103==+L100+L101+L102
,,,,AN,J74,0,CANDIDATE_PARAMETER,5,TO_REVIEW,H72==+G76 | I72==+H76 | J72==+I76 | K72==+J76 | L72==+K76 | H73==-'Invest FD'!G10/1000 | I73==-'Invest FD'!H10/1000 | J73=0 | K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | H74==-H73 | I74==-I73 | K74==-K73 | L74==-L73 | J75=0 | K75=0 | L75=0 | H76==+H72+H73+H74+H75 | I76==+I72+I73+I74+I75 | J76==+J72+J73+J74+J75 | K76==+K72+K73+K74+K75 | L76==+L72+L73+L74+L75
,,,,AN,J75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,H73==-'Invest FD'!G10/1000 | I73==-'Invest FD'!H10/1000 | J73=0 | K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | H74==-H73 | I74==-I73 | J74=0 | K74==-K73 | L74==-L73 | K75=0 | L75=0 | H76==+H72+H73+H74+H75 | I76==+I72+I73+I74+I75 | J76==+J72+J73+J74+J75 | K76==+K72+K73+K74+K75 | L76==+L72+L73+L74+L75
,,,,AN,K102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,I100==+H103 | J100==+I103 | K100==+J103 | L100==+K103 | M100==+L103 | I101=0 | J101=0 | K101=0 | L101=0 | M101=0 | I102=0 | J102=0 | L102=0 | M102=0 | I103==+I100+I101+I102 | J103==+J100+J101+J102 | K103==+K100+K101+K102 | L103==+L100+L101+L102 | M103==+M100+M101+M102
,,,,AN,K75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,I73==-'Invest FD'!H10/1000 | J73=0 | K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | M73==-'Invest FD'!L10/1000 | I74==-I73 | J74=0 | K74==-K73 | L74==-L73 | M74==-M73 | J75=0 | L75=0 | M75=0 | I76==+I72+I73+I74+I75 | J76==+J72+J73+J74+J75 | K76==+K72+K73+K74+K75 | L76==+L72+L73+L74+L75 | M76==+M72+M73+M74+M75
,,,,AN,K96,0,CANDIDATE_PARAMETER,5,TO_REVIEW,I94==+H97 | J94==+I97 | K94==+J97 | L94==+K97 | M94==+L97 | I95==(Sal!I178+Sal!I179)/1000 | J95==(Sal!J178+Sal!J179)/1000 | K95==(Sal!K178+Sal!K179)/1000 | L95==(Sal!L178+Sal!L179)/1000 | M95==(Sal!M178+Sal!M179)/1000 | I96=0 | J96==-SUM(G95:I95) | L96=0 | M96==-J95-K95-L95 | I97==+I94+I95+I96 | J97==+J94+J95+J96 | K97==+K94+K95+K96 | L97==+L94+L95+L96 | M97==+M94+M95+M96
,,,,AN,L102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,J100==+I103 | K100==+J103 | L100==+K103 | M100==+L103 | N100==+M103 | J101=0 | K101=0 | L101=0 | M101=0 | N101=0 | J102=0 | K102=0 | M102=0 | N102=0 | J103==+J100+J101+J102 | K103==+K100+K101+K102 | L103==+L100+L101+L102 | M103==+M100+M101+M102 | N103==+N100+N101+N102
,,,,AN,L75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,J73=0 | K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | M73==-'Invest FD'!L10/1000 | N73==-'Invest FD'!M10/1000 | J74=0 | K74==-K73 | L74==-L73 | M74==-M73 | N74==-N73 | J75=0 | K75=0 | M75=0 | N75=0 | J76==+J72+J73+J74+J75 | K76==+K72+K73+K74+K75 | L76==+L72+L73+L74+L75 | M76==+M72+M73+M74+M75 | N76==+N72+N73+N74+N75
,,,,AN,L96,0,CANDIDATE_PARAMETER,5,TO_REVIEW,J94==+I97 | K94==+J97 | L94==+K97 | M94==+L97 | N94==+M97 | J95==(Sal!J178+Sal!J179)/1000 | K95==(Sal!K178+Sal!K179)/1000 | L95==(Sal!L178+Sal!L179)/1000 | M95==(Sal!M178+Sal!M179)/1000 | N95==(Sal!N178+Sal!N179)/1000 | J96==-SUM(G95:I95) | K96=0 | M96==-J95-K95-L95 | N96==-N94-N95 | J97==+J94+J95+J96 | K97==+K94+K95+K96 | L97==+L94+L95+L96 | M97==+M94+M95+M96 | N97==+N94+N95+N96
,,,,AN,M102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,K100==+J103 | L100==+K103 | M100==+L103 | N100==+M103 | O100==+N103 | K101=0 | L101=0 | M101=0 | N101=0 | O101=0 | K102=0 | L102=0 | N102=0 | O102=0 | K103==+K100+K101+K102 | L103==+L100+L101+L102 | M103==+M100+M101+M102 | N103==+N100+N101+N102 | O103==+O100+O101+O102
,,,,AN,M75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | M73==-'Invest FD'!L10/1000 | N73==-'Invest FD'!M10/1000 | O73==-'Invest FD'!N10/1000 | K74==-K73 | L74==-L73 | M74==-M73 | N74==-N73 | O74==-O73 | K75=0 | L75=0 | N75=0 | O75=0 | K76==+K72+K73+K74+K75 | L76==+L72+L73+L74+L75 | M76==+M72+M73+M74+M75 | N76==+N72+N73+N74+N75 | O76==+O72+O73+O74+O75
,,,,AN,N102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,L100==+K103 | M100==+L103 | N100==+M103 | O100==+N103 | P100==+D100 | L101=0 | M101=0 | N101=0 | O101=0 | P101==SUM(H101:O101) | L102=0 | M102=0 | O102=0 | P102==SUM(H102:O102) | L103==+L100+L101+L102 | M103==+M100+M101+M102 | N103==+N100+N101+N102 | O103==+O100+O101+O102 | P103==+P100+P101+P102
,,,,AN,N75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,L73==-'Invest FD'!K10/1000 | M73==-'Invest FD'!L10/1000 | N73==-'Invest FD'!M10/1000 | O73==-'Invest FD'!N10/1000 | P73==SUM(D73:O73) | L74==-L73 | M74==-M73 | N74==-N73 | O74==-O73 | P74==SUM(D74:O74) | L75=0 | M75=0 | O75=0 | P75==SUM(D75:O75) | L76==+L72+L73+L74+L75 | M76==+M72+M73+M74+M75 | N76==+N72+N73+N74+N75 | O76==+O72+O73+O74+O75 | P76==+P72+P73+P74+P75
,,,,AN,O102,0,CANDIDATE_PARAMETER,5,TO_REVIEW,M100==+L103 | N100==+M103 | O100==+N103 | P100==+D100 | M101=0 | N101=0 | O101=0 | P101==SUM(H101:O101) | M102=0 | N102=0 | P102==SUM(H102:O102) | M103==+M100+M101+M102 | N103==+N100+N101+N102 | O103==+O100+O101+O102 | P103==+P100+P101+P102
,,,,AN,O75,0,CANDIDATE_PARAMETER,5,TO_REVIEW,M73==-'Invest FD'!L10/1000 | N73==-'Invest FD'!M10/1000 | O73==-'Invest FD'!N10/1000 | P73==SUM(D73:O73) | M74==-M73 | N74==-N73 | O74==-O73 | P74==SUM(D74:O74) | M75=0 | N75=0 | P75==SUM(D75:O75) | M76==+M72+M73+M74+M75 | N76==+N72+N73+N74+N75 | O76==+O72+O73+O74+O75 | P76==+P72+P73+P74+P75
,,,,Détails FF FD,D3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,B2=Interets | C2=Mois 1 | D2=Mois 2 | E2=Mois 3 | F2=Mois 4 | B3=Année 1 | C3=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE79C450> | E3=66666666.666666664 | F3=66666666.666666664 | B4=Année 2 | C4=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE833DD0> | D4=53927721.17645105 | E4=51984543.597467035 | F4=50008979.72549995 | B5=Année 3 | C5=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE7D3D50> | D5=28348770.943441447 | E5=25979277.5272406 | F5=23570292.554103076
,,,,Détails FF FD,E3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,C2=Mois 1 | D2=Mois 2 | E2=Mois 3 | F2=Mois 4 | G2=Mois 5 | C3=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE79C450> | D3=66666666.666666664 | F3=66666666.666666664 | G3=66666666.666666664 | C4=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE833DD0> | D4=53927721.17645105 | E4=51984543.597467035 | F4=50008979.72549995 | G4=48000489.78900008 | C5=<openpyxl.worksheet.formula.ArrayFormula object at 0x0000026CDE7D3D50> | D5=28348770.943441447 | E5=25979277.5272406 | F5=23570292.554103076 | G5=21121157.83141326
,,,,Détails FF FD,F3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,D2=Mois 2 | E2=Mois 3 | F2=Mois 4 | G2=Mois 5 | H2=Mois 6 | D3=66666666.666666664 | E3=66666666.666666664 | G3=66666666.666666664 | H3=66666666.666666664 | D4=53927721.17645105 | E4=51984543.597467035 | F4=50008979.72549995 | G4=48000489.78900008 | H4=45958525.02022521 | D5=28348770.943441447 | E5=25979277.5272406 | F5=23570292.554103076 | G5=21121157.83141326 | H5=18631204.196678616
,,,,Détails FF FD,G3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,E2=Mois 3 | F2=Mois 4 | G2=Mois 5 | H2=Mois 6 | I2=Mois 7 | E3=66666666.666666664 | F3=66666666.666666664 | H3=66666666.666666664 | I3=66666666.666666664 | E4=51984543.597467035 | F4=50008979.72549995 | G4=48000489.78900008 | H4=45958525.02022521 | I4=43882527.5053041 | E5=25979277.5272406 | F5=23570292.554103076 | G5=21121157.83141326 | H5=18631204.196678616 | I5=16099751.33469839
,,,,Détails FF FD,H3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,F2=Mois 4 | G2=Mois 5 | H2=Mois 6 | I2=Mois 7 | J2=Mois 8 | F3=66666666.666666664 | G3=66666666.666666664 | I3=66666666.666666664 | J3=64935804.845852904 | F4=50008979.72549995 | G4=48000489.78900008 | H4=45958525.02022521 | I4=43882527.5053041 | J4=41771930.03180096 | F5=23570292.554103076 | G5=21121157.83141326 | H5=18631204.196678616 | I5=16099751.33469839 | J5=13526107.591685161
,,,,Détails FF FD,I3,66666666.666666664,CANDIDATE_PARAMETER,5,TO_REVIEW,G2=Mois 5 | H2=Mois 6 | I2=Mois 7 | J2=Mois 8 | K2=Mois 9 | G3=66666666.666666664 | H3=66666666.666666664 | J3=64935804.845852904 | K3=63176095.32802559 | G4=48000489.78900008 | H4=45958525.02022521 | I4=43882527.5053041 | J4=41771930.03180096 | K4=39626155.93373944 | G5=21121157.83141326 | H5=18631204.196678616 | I5=16099751.33469839 | J5=13526107.591685161 | K5=10909569.78628838
,,,,Détails FF FD,J3,64935804.845852904,CANDIDATE_PARAMETER,5,TO_REVIEW,H2=Mois 6 | I2=Mois 7 | J2=Mois 8 | K2=Mois 9 | L2=Mois 10 | H3=66666666.666666664 | I3=66666666.666666664 | K3=63176095.32802559 | L3=61387057.31823447 | H4=45958525.02022521 | I4=43882527.5053041 | J4=41771930.03180096 | K4=39626155.93373944 | L4=37444618.93404356 | H5=18631204.196678616 | I5=16099751.33469839 | J5=13526107.591685161 | K5=10909569.78628838 | L5=8249423.017468319
,,,,Détails FF FD,K3,63176095.32802559,CANDIDATE_PARAMETER,5,TO_REVIEW,I2=Mois 7 | J2=Mois 8 | K2=Mois 9 | L2=Mois 10 | M2=Mois 11 | I3=66666666.666666664 | J3=64935804.845852904 | L3=61387057.31823447 | M3=59568202.00828018 | I4=43882527.5053041 | J4=41771930.03180096 | K4=39626155.93373944 | L4=37444618.93404356 | M4=35226722.984352745 | I5=16099751.33469839 | J5=13526107.591685161 | K5=10909569.78628838 | L5=8249423.017468319 | M5=5544940.469167924
,,,,Détails FF FD,L3,61387057.31823447,CANDIDATE_PARAMETER,5,TO_REVIEW,J2=Mois 8 | K2=Mois 9 | L2=Mois 10 | M2=Mois 11 | N2=Mois 12 | J3=64935804.845852904 | K3=63176095.32802559 | M3=59568202.00828018 | N3=57719032.44315998 | J4=41771930.03180096 | K4=39626155.93373944 | L4=37444618.93404356 | M4=35226722.984352745 | N4=32971862.10216709 | J5=13526107.591685161 | K5=10909569.78628838 | L5=8249423.017468319 | M5=5544940.469167924 | N5=2795383.2117291875
,,,,Détails FF FD,M3,59568202.00828018,CANDIDATE_PARAMETER,5,TO_REVIEW,K2=Mois 9 | L2=Mois 10 | M2=Mois 11 | N2=Mois 12 | O2=Total | K3=63176095.32802559 | L3=61387057.31823447 | N3=57719032.44315998 | O3==SUM(C3:N3) | K4=39626155.93373944 | L4=37444618.93404356 | M4=35226722.984352745 | N4=32971862.10216709 | O4==SUM(C4:N4) | K5=10909569.78628838 | L5=8249423.017468319 | M5=5544940.469167924 | N5=2795383.2117291875 | O5==SUM(C5:N5)
,,,,Détails FF FD,N3,57719032.44315998,CANDIDATE_PARAMETER,5,TO_REVIEW,L2=Mois 10 | M2=Mois 11 | N2=Mois 12 | O2=Total | L3=61387057.31823447 | M3=59568202.00828018 | O3==SUM(C3:N3) | L4=37444618.93404356 | M4=35226722.984352745 | N4=32971862.10216709 | O4==SUM(C4:N4) | L5=8249423.017468319 | M5=5544940.469167924 | N5=2795383.2117291875 | O5==SUM(C5:N5)
,,,,OKB FP1,B3,60,CANDIDATE_PARAMETER,5,TO_REVIEW,A1=COUT ESTIMATIF POUR ENVOI MICA 3TCS FP1 japonais d'Okabe | A2=Quantité brute | B2==(100*B3)/80 | A3=Quantité coupée | C3=récuperation à 80% | D3==(B3*1000)/50 | A4=Nombre TCS | B4==B3/20 | A5=Besoin d'un groupe de 110kva pour redemarrer l'exploitation de la mine
,,,, OKB TRA ABR,B3,301.9,CANDIDATE_PARAMETER,4,TO_REVIEW,"A1=COUT ESTIMATIF POUR ENVOI MICA 15TCS japonais d'Okabe | A2=Quantité brute | B2==(100*B3)/80 | A3=Quantité coupée | C3=récuperation à 80% | D3==(B3*1000)/50 | A4=Nombre TCS | B4==B3/20 | D5=181,9t de TRA"
,,,,AN,D115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,B113=IR dûs | D113=0 | E113=0 | F113=0 | B114=Apurement | D114=0 | E114=0 | F114=0 | B115=Paiements | E115=0 | F115=0 | B116=Fin | C116==+C30 | D116==SUM(D112:D115) | E116==SUM(E112:E115) | F116==SUM(F112:F115)
,,,,AN,D148,-500000,CANDIDATE_PARAMETER,4,TO_REVIEW,B146=Début | D146==+C150 | E146==+D150 | F146==+E150 | B147=Avances en nature | D147=0 | E147=0 | F147=0 | B148=Avances en numéraires | E148=0 | F148=0 | B149=Remboursements | D149=0 | E149=0 | F149=0 | B150=Fin | C150==+C35 | D150==SUM(D146:D149) | E150==SUM(E146:E149) | F150==SUM(F146:F149)
,,,,AN,D198,-5000,CANDIDATE_PARAMETER,4,TO_REVIEW,B196=Début | D196==+C199 | E196==+D199 | F196==+E199 | B197=Déclarations | D197==-D192-D121 | E197==-E192-E121 | F197==-F192-F121 | B198=Remboursements | E198=-5000 | F198=-5000 | B199=Fin | C199==+C45 | D199==SUM(D196:D198) | E199==SUM(E196:E198) | F199==SUM(F196:F198)
,,,,AN,D204,0,CANDIDATE_PARAMETER,4,TO_REVIEW,B202=Début | D202==+C205 | E202==+D205 | F202==+E205 | B203=Avances | D203=0 | E203=0 | F203=0 | B204=Remboursements | E204=0 | F204=0 | B205=Fin | C205==+C47 | D205==SUM(D202:D204) | E205==SUM(E202:E204) | F205==SUM(F202:F204)
,,,,AN,E115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D113=0 | E113=0 | F113=0 | G113=0 | D114=0 | E114=0 | F114=0 | G114=0 | D115=0 | F115=0 | G115=0 | C116==+C30 | D116==SUM(D112:D115) | E116==SUM(E112:E115) | F116==SUM(F112:F115) | G116==SUM(G112:G115)
,,,,AN,E142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D140=0 | E140=0 | F140=0 | G140=0 | E141=0 | F141=0 | G141=0 | D142=0 | F142=0 | G142=0 | C143==+C34 | D143==SUM(D139:D142) | E143==SUM(E139:E142) | F143==SUM(F139:F142) | G143==SUM(G139:G142)
,,,,AN,E148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D146==+C150 | E146==+D150 | F146==+E150 | G146==+F150 | D147=0 | E147=0 | F147=0 | G147=0 | D148=-500000 | F148=0 | G148=0 | D149=0 | E149=0 | F149=0 | G149=0 | C150==+C35 | D150==SUM(D146:D149) | E150==SUM(E146:E149) | F150==SUM(F146:F149) | G150==SUM(G146:G149)
,,,,AN,E198,-5000,CANDIDATE_PARAMETER,4,TO_REVIEW,D196==+C199 | E196==+D199 | F196==+E199 | G196==+F199 | D197==-D192-D121 | E197==-E192-E121 | F197==-F192-F121 | G197==-G192-G121 | D198=-5000 | F198=-5000 | G198=-5000 | C199==+C45 | D199==SUM(D196:D198) | E199==SUM(E196:E198) | F199==SUM(F196:F198) | G199==SUM(G196:G198)
,,,,AN,F115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D113=0 | E113=0 | F113=0 | G113=0 | H113=0 | D114=0 | E114=0 | F114=0 | G114=0 | H114=0 | D115=0 | E115=0 | G115=0 | H115==-H112 | D116==SUM(D112:D115) | E116==SUM(E112:E115) | F116==SUM(F112:F115) | G116==SUM(G112:G115) | H116==SUM(H112:H115)
,,,,AN,F142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D140=0 | E140=0 | F140=0 | G140=0 | H140=0 | E141=0 | F141=0 | G141=0 | H141=0 | D142=0 | E142=0 | G142=0 | H142=0 | D143==SUM(D139:D142) | E143==SUM(E139:E142) | F143==SUM(F139:F142) | G143==SUM(G139:G142) | H143==SUM(H139:H142)
,,,,AN,F148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,D146==+C150 | E146==+D150 | F146==+E150 | G146==+F150 | H146==+G150 | D147=0 | E147=0 | F147=0 | G147=0 | H147=0 | D148=-500000 | E148=0 | G148=0 | H148=0 | D149=0 | E149=0 | F149=0 | G149=0 | H149=0 | D150==SUM(D146:D149) | E150==SUM(E146:E149) | F150==SUM(F146:F149) | G150==SUM(G146:G149) | H150==SUM(H146:H149)
,,,,AN,F198,-5000,CANDIDATE_PARAMETER,4,TO_REVIEW,D196==+C199 | E196==+D199 | F196==+E199 | G196==+F199 | H196==+G199 | D197==-D192-D121 | E197==-E192-E121 | F197==-F192-F121 | G197==-G192-G121 | H197==-H192-H121 | D198=-5000 | E198=-5000 | G198=-5000 | H198=-45000 | D199==SUM(D196:D198) | E199==SUM(E196:E198) | F199==SUM(F196:F198) | G199==SUM(G196:G198) | H199==SUM(H196:H198)
,,,,AN,G115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,E113=0 | F113=0 | G113=0 | H113=0 | I113=0 | E114=0 | F114=0 | G114=0 | H114=0 | I114=0 | E115=0 | F115=0 | H115==-H112 | I115=0 | E116==SUM(E112:E115) | F116==SUM(F112:F115) | G116==SUM(G112:G115) | H116==SUM(H112:H115) | I116==SUM(I112:I115)
,,,,AN,G142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,E140=0 | F140=0 | G140=0 | H140=0 | I140=0 | E141=0 | F141=0 | G141=0 | H141=0 | I141=0 | E142=0 | F142=0 | H142=0 | I142=0 | E143==SUM(E139:E142) | F143==SUM(F139:F142) | G143==SUM(G139:G142) | H143==SUM(H139:H142) | I143==SUM(I139:I142)
,,,,AN,G148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,E146==+D150 | F146==+E150 | G146==+F150 | H146==+G150 | I146==+H150 | E147=0 | F147=0 | G147=0 | H147=0 | I147=0 | E148=0 | F148=0 | H148=0 | I148=0 | E149=0 | F149=0 | G149=0 | H149=0 | I149=0 | E150==SUM(E146:E149) | F150==SUM(F146:F149) | G150==SUM(G146:G149) | H150==SUM(H146:H149) | I150==SUM(I146:I149)
,,,,AN,G198,-5000,CANDIDATE_PARAMETER,4,TO_REVIEW,E196==+D199 | F196==+E199 | G196==+F199 | H196==+G199 | I196==+H199 | E197==-E192-E121 | F197==-F192-F121 | G197==-G192-G121 | H197==-H192-H121 | I197==-I192-I121 | E198=-5000 | F198=-5000 | H198=-45000 | I198==+H198*2 | E199==SUM(E196:E198) | F199==SUM(F196:F198) | G199==SUM(G196:G198) | H199==SUM(H196:H198) | I199==SUM(I196:I198)
,,,,AN,H142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,F140=0 | G140=0 | H140=0 | I140=0 | J140=0 | F141=0 | G141=0 | H141=0 | I141=0 | J141=0 | F142=0 | G142=0 | I142=0 | J142=0 | F143==SUM(F139:F142) | G143==SUM(G139:G142) | H143==SUM(H139:H142) | I143==SUM(I139:I142) | J143==SUM(J139:J142)
,,,,AN,H148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,F146==+E150 | G146==+F150 | H146==+G150 | I146==+H150 | J146==+I150 | F147=0 | G147=0 | H147=0 | I147=0 | J147=0 | F148=0 | G148=0 | I148=0 | J148=0 | F149=0 | G149=0 | H149=0 | I149=0 | J149=0 | F150==SUM(F146:F149) | G150==SUM(G146:G149) | H150==SUM(H146:H149) | I150==SUM(I146:I149) | J150==SUM(J146:J149)
,,,,AN,I115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,G113=0 | H113=0 | I113=0 | J113=0 | K113=0 | G114=0 | H114=0 | I114=0 | J114=0 | K114=0 | G115=0 | H115==-H112 | J115=0 | K115=0 | G116==SUM(G112:G115) | H116==SUM(H112:H115) | I116==SUM(I112:I115) | J116==SUM(J112:J115) | K116==SUM(K112:K115)
,,,,AN,I142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,G140=0 | H140=0 | I140=0 | J140=0 | K140=0 | G141=0 | H141=0 | I141=0 | J141=0 | K141=0 | G142=0 | H142=0 | J142=0 | K142=0 | G143==SUM(G139:G142) | H143==SUM(H139:H142) | I143==SUM(I139:I142) | J143==SUM(J139:J142) | K143==SUM(K139:K142)
,,,,AN,I148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,G146==+F150 | H146==+G150 | I146==+H150 | J146==+I150 | K146==+J150 | G147=0 | H147=0 | I147=0 | J147=0 | K147=0 | G148=0 | H148=0 | J148=0 | K148=0 | G149=0 | H149=0 | I149=0 | J149=0 | K149=0 | G150==SUM(G146:G149) | H150==SUM(H146:H149) | I150==SUM(I146:I149) | J150==SUM(J146:J149) | K150==SUM(K146:K149)
,,,,AN,J115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,H113=0 | I113=0 | J113=0 | K113=0 | L113=0 | H114=0 | I114=0 | J114=0 | K114=0 | L114=0 | H115==-H112 | I115=0 | K115=0 | L115=0 | H116==SUM(H112:H115) | I116==SUM(I112:I115) | J116==SUM(J112:J115) | K116==SUM(K112:K115) | L116==SUM(L112:L115)
,,,,AN,J142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,H140=0 | I140=0 | J140=0 | K140=0 | L140=0 | H141=0 | I141=0 | J141=0 | K141=0 | L141=0 | H142=0 | I142=0 | K142=0 | L142=0 | H143==SUM(H139:H142) | I143==SUM(I139:I142) | J143==SUM(J139:J142) | K143==SUM(K139:K142) | L143==SUM(L139:L142)
,,,,AN,J148,0,CANDIDATE_PARAMETER,4,TO_REVIEW,H146==+G150 | I146==+H150 | J146==+I150 | K146==+J150 | L146==+K150 | H147=0 | I147=0 | J147=0 | K147=0 | L147=0 | H148=0 | I148=0 | K148=0 | L148=0 | H149=0 | I149=0 | J149=0 | K149=0 | L149=0 | H150==SUM(H146:H149) | I150==SUM(I146:I149) | J150==SUM(J146:J149) | K150==SUM(K146:K149) | L150==SUM(L146:L149)
,,,,AN,J73,0,CANDIDATE_PARAMETER,4,TO_REVIEW,H71==+H64 | I71==+I64 | J71==+J64 | K71==+K64 | L71==+L64 | H72==+G76 | I72==+H76 | J72==+I76 | K72==+J76 | L72==+K76 | H73==-'Invest FD'!G10/1000 | I73==-'Invest FD'!H10/1000 | K73==-'Invest FD'!D10/1000 | L73==-'Invest FD'!K10/1000 | H74==-H73 | I74==-I73 | J74=0 | K74==-K73 | L74==-L73 | J75=0 | K75=0 | L75=0
,,,,AN,K115,0,CANDIDATE_PARAMETER,4,TO_REVIEW,I113=0 | J113=0 | K113=0 | L113=0 | M113=0 | I114=0 | J114=0 | K114=0 | L114=0 | M114=0 | I115=0 | J115=0 | L115=0 | M115=0 | I116==SUM(I112:I115) | J116==SUM(J112:J115) | K116==SUM(K112:K115) | L116==SUM(L112:L115) | M116==SUM(M112:M115)
,,,,AN,K142,0,CANDIDATE_PARAMETER,4,TO_REVIEW,I140=0 | J140=0 | K140=0 | L140=0 | M140=0 | I141=0 | J141=0 | K141=0 | L141=0 | M141=0 | I142=0 | J142=0 | L142=0 | M142=0 | I143==SUM(I139:I142) | J143==SUM(J139:J142) | K143==SUM(K139:K142) | L143==SUM(L139:L142) | M143==SUM(M139:M142)
