business_code,business_name,category,unit,sheet,cell,value_2024,technical_classification,used_by_formulas,status,context
,,,,AMPANDRANDAVA,T16,294200,CANDIDATE_INPUT,0,TO_REVIEW,"R14=43.96 | S14=33.11 | T14=156000 | U14==""PERMANENT"" | V14==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R15=18.34 | S15=81.73 | T15=269300 | U15==""PERMANENT"" | V15==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R16=70.91 | S16=68.32 | U16==""PERMANENT"" | V16==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R17=16.19 | S17=0.92 | T17=160600 | U17==""PERMANENT"" | V17==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R18=18.8 | S18=18.8 | T18=288000 | U18==""TEMPORAIRE"" | V18==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T17,160600,CANDIDATE_INPUT,0,TO_REVIEW,"R15=18.34 | S15=81.73 | T15=269300 | U15==""PERMANENT"" | V15==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R16=70.91 | S16=68.32 | T16=294200 | U16==""PERMANENT"" | V16==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R17=16.19 | S17=0.92 | U17==""PERMANENT"" | V17==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R18=18.8 | S18=18.8 | T18=288000 | U18==""TEMPORAIRE"" | V18==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R19=86.63 | S19=37.11 | T19=219000 | U19==""PERMANENT"" | V19==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T18,288000,CANDIDATE_INPUT,0,TO_REVIEW,"R16=70.91 | S16=68.32 | T16=294200 | U16==""PERMANENT"" | V16==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R17=16.19 | S17=0.92 | T17=160600 | U17==""PERMANENT"" | V17==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R18=18.8 | S18=18.8 | U18==""TEMPORAIRE"" | V18==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R19=86.63 | S19=37.11 | T19=219000 | U19==""PERMANENT"" | V19==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R20=94.47 | S20=25.66 | T20=211100 | U20==""PERMANENT"" | V20==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T19,219000,CANDIDATE_INPUT,0,TO_REVIEW,"R17=16.19 | S17=0.92 | T17=160600 | U17==""PERMANENT"" | V17==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R18=18.8 | S18=18.8 | T18=288000 | U18==""TEMPORAIRE"" | V18==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R19=86.63 | S19=37.11 | U19==""PERMANENT"" | V19==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R20=94.47 | S20=25.66 | T20=211100 | U20==""PERMANENT"" | V20==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R21=65.37 | S21=96.56 | T21=211000 | U21==""PERMANENT"" | V21==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T2,174000,CANDIDATE_INPUT,0,TO_REVIEW,"R1==""ANC ARR"" | S1==""NOUV ARR"" | T1==""NET A PAYER"" | U1==""UNITE"" | V1==""Intitulé établissement"" | R2=3.08 | S2=55.62 | U2==""TEMPORAIRE"" | V2==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R3=71.98 | S3=41.05 | T3=208300 | U3==""PERMANENT"" | V3==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R4=15.63 | S4=42.09 | T4=377400 | U4==""PERMANENT"" | V4==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T20,211100,CANDIDATE_INPUT,0,TO_REVIEW,"R18=18.8 | S18=18.8 | T18=288000 | U18==""TEMPORAIRE"" | V18==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R19=86.63 | S19=37.11 | T19=219000 | U19==""PERMANENT"" | V19==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R20=94.47 | S20=25.66 | U20==""PERMANENT"" | V20==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R21=65.37 | S21=96.56 | T21=211000 | U21==""PERMANENT"" | V21==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R22=43.49 | S22=11.26 | T22=152000 | U22==""PERMANENT"" | V22==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T21,211000,CANDIDATE_INPUT,0,TO_REVIEW,"R19=86.63 | S19=37.11 | T19=219000 | U19==""PERMANENT"" | V19==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R20=94.47 | S20=25.66 | T20=211100 | U20==""PERMANENT"" | V20==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R21=65.37 | S21=96.56 | U21==""PERMANENT"" | V21==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R22=43.49 | S22=11.26 | T22=152000 | U22==""PERMANENT"" | V22==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R23=62.95 | S23=30.72 | T23=152000 | U23==""PERMANENT"" | V23==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T22,152000,CANDIDATE_INPUT,0,TO_REVIEW,"R20=94.47 | S20=25.66 | T20=211100 | U20==""PERMANENT"" | V20==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R21=65.37 | S21=96.56 | T21=211000 | U21==""PERMANENT"" | V21==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R22=43.49 | S22=11.26 | U22==""PERMANENT"" | V22==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R23=62.95 | S23=30.72 | T23=152000 | U23==""PERMANENT"" | V23==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R24=87.28 | S24=53.56 | T24=186100 | U24==""PERMANENT"" | V24==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T23,152000,CANDIDATE_INPUT,0,TO_REVIEW,"R21=65.37 | S21=96.56 | T21=211000 | U21==""PERMANENT"" | V21==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R22=43.49 | S22=11.26 | T22=152000 | U22==""PERMANENT"" | V22==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R23=62.95 | S23=30.72 | U23==""PERMANENT"" | V23==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R24=87.28 | S24=53.56 | T24=186100 | U24==""PERMANENT"" | V24==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R25=0 | S25=0 | T25=91000 | U25==""JOURNALIER"" | V25==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T24,186100,CANDIDATE_INPUT,0,TO_REVIEW,"R22=43.49 | S22=11.26 | T22=152000 | U22==""PERMANENT"" | V22==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R23=62.95 | S23=30.72 | T23=152000 | U23==""PERMANENT"" | V23==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R24=87.28 | S24=53.56 | U24==""PERMANENT"" | V24==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R25=0 | S25=0 | T25=91000 | U25==""JOURNALIER"" | V25==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R26=0 | S26=0 | T26=88000 | U26==""JOURNALIER"" | V26==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T25,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R23=62.95 | S23=30.72 | T23=152000 | U23==""PERMANENT"" | V23==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R24=87.28 | S24=53.56 | T24=186100 | U24==""PERMANENT"" | V24==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R25=0 | S25=0 | U25==""JOURNALIER"" | V25==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R26=0 | S26=0 | T26=88000 | U26==""JOURNALIER"" | V26==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R27=0 | S27=0 | T27=91000 | U27==""JOURNALIER"" | V27==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T26,88000,CANDIDATE_INPUT,0,TO_REVIEW,"R24=87.28 | S24=53.56 | T24=186100 | U24==""PERMANENT"" | V24==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R25=0 | S25=0 | T25=91000 | U25==""JOURNALIER"" | V25==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R26=0 | S26=0 | U26==""JOURNALIER"" | V26==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R27=0 | S27=0 | T27=91000 | U27==""JOURNALIER"" | V27==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R28=54.32 | S28=66.72 | T28=235100 | U28==""PERMANENT"" | V28==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T27,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R25=0 | S25=0 | T25=91000 | U25==""JOURNALIER"" | V25==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R26=0 | S26=0 | T26=88000 | U26==""JOURNALIER"" | V26==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R27=0 | S27=0 | U27==""JOURNALIER"" | V27==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R28=54.32 | S28=66.72 | T28=235100 | U28==""PERMANENT"" | V28==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R29=0 | S29=0 | T29=89500 | U29==""JOURNALIER"" | V29==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T28,235100,CANDIDATE_INPUT,0,TO_REVIEW,"R26=0 | S26=0 | T26=88000 | U26==""JOURNALIER"" | V26==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R27=0 | S27=0 | T27=91000 | U27==""JOURNALIER"" | V27==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R28=54.32 | S28=66.72 | U28==""PERMANENT"" | V28==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R29=0 | S29=0 | T29=89500 | U29==""JOURNALIER"" | V29==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R30=90.46 | S30=78.21 | T30=201400 | U30==""PERMANENT"" | V30==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T29,89500,CANDIDATE_INPUT,0,TO_REVIEW,"R27=0 | S27=0 | T27=91000 | U27==""JOURNALIER"" | V27==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R28=54.32 | S28=66.72 | T28=235100 | U28==""PERMANENT"" | V28==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R29=0 | S29=0 | U29==""JOURNALIER"" | V29==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R30=90.46 | S30=78.21 | T30=201400 | U30==""PERMANENT"" | V30==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R31=0 | S31=0 | T31=91000 | U31==""JOURNALIER"" | V31==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T3,208300,CANDIDATE_INPUT,0,TO_REVIEW,"R1==""ANC ARR"" | S1==""NOUV ARR"" | T1==""NET A PAYER"" | U1==""UNITE"" | V1==""Intitulé établissement"" | R2=3.08 | S2=55.62 | T2=174000 | U2==""TEMPORAIRE"" | V2==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R3=71.98 | S3=41.05 | U3==""PERMANENT"" | V3==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R4=15.63 | S4=42.09 | T4=377400 | U4==""PERMANENT"" | V4==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R5=77.85 | S5=68.34 | T5=241600 | U5==""PERMANENT"" | V5==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T30,201400,CANDIDATE_INPUT,0,TO_REVIEW,"R28=54.32 | S28=66.72 | T28=235100 | U28==""PERMANENT"" | V28==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R29=0 | S29=0 | T29=89500 | U29==""JOURNALIER"" | V29==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R30=90.46 | S30=78.21 | U30==""PERMANENT"" | V30==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R31=0 | S31=0 | T31=91000 | U31==""JOURNALIER"" | V31==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R32=75.62 | S32=88.02 | T32=235100 | U32==""PERMANENT"" | V32==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T31,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R29=0 | S29=0 | T29=89500 | U29==""JOURNALIER"" | V29==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R30=90.46 | S30=78.21 | T30=201400 | U30==""PERMANENT"" | V30==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R31=0 | S31=0 | U31==""JOURNALIER"" | V31==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R32=75.62 | S32=88.02 | T32=235100 | U32==""PERMANENT"" | V32==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R33=65.23 | S33=37.64 | T33=1600000 | U33==""PERMANENT"" | V33==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T32,235100,CANDIDATE_INPUT,0,TO_REVIEW,"R30=90.46 | S30=78.21 | T30=201400 | U30==""PERMANENT"" | V30==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R31=0 | S31=0 | T31=91000 | U31==""JOURNALIER"" | V31==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R32=75.62 | S32=88.02 | U32==""PERMANENT"" | V32==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R33=65.23 | S33=37.64 | T33=1600000 | U33==""PERMANENT"" | V33==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R34=0 | S34=0 | T34=85000 | U34==""JOURNALIER"" | V34==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T33,1600000,CANDIDATE_INPUT,0,TO_REVIEW,"R31=0 | S31=0 | T31=91000 | U31==""JOURNALIER"" | V31==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R32=75.62 | S32=88.02 | T32=235100 | U32==""PERMANENT"" | V32==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R33=65.23 | S33=37.64 | U33==""PERMANENT"" | V33==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R34=0 | S34=0 | T34=85000 | U34==""JOURNALIER"" | V34==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R35=0 | S35=0 | T35=83500 | U35==""JOURNALIER"" | V35==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T34,85000,CANDIDATE_INPUT,0,TO_REVIEW,"R32=75.62 | S32=88.02 | T32=235100 | U32==""PERMANENT"" | V32==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R33=65.23 | S33=37.64 | T33=1600000 | U33==""PERMANENT"" | V33==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R34=0 | S34=0 | U34==""JOURNALIER"" | V34==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R35=0 | S35=0 | T35=83500 | U35==""JOURNALIER"" | V35==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R36=0 | S36=0 | T36=85000 | U36==""JOURNALIER"" | V36==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T35,83500,CANDIDATE_INPUT,0,TO_REVIEW,"R33=65.23 | S33=37.64 | T33=1600000 | U33==""PERMANENT"" | V33==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R34=0 | S34=0 | T34=85000 | U34==""JOURNALIER"" | V34==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R35=0 | S35=0 | U35==""JOURNALIER"" | V35==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R36=0 | S36=0 | T36=85000 | U36==""JOURNALIER"" | V36==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R37=0 | S37=0 | T37=80500 | U37==""JOURNALIER"" | V37==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T36,85000,CANDIDATE_INPUT,0,TO_REVIEW,"R34=0 | S34=0 | T34=85000 | U34==""JOURNALIER"" | V34==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R35=0 | S35=0 | T35=83500 | U35==""JOURNALIER"" | V35==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R36=0 | S36=0 | U36==""JOURNALIER"" | V36==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R37=0 | S37=0 | T37=80500 | U37==""JOURNALIER"" | V37==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R38=83.83 | S38=50.17 | T38=237800 | U38==""PERMANENT"" | V38==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T37,80500,CANDIDATE_INPUT,0,TO_REVIEW,"R35=0 | S35=0 | T35=83500 | U35==""JOURNALIER"" | V35==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R36=0 | S36=0 | T36=85000 | U36==""JOURNALIER"" | V36==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R37=0 | S37=0 | U37==""JOURNALIER"" | V37==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R38=83.83 | S38=50.17 | T38=237800 | U38==""PERMANENT"" | V38==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R39=0 | S39=0 | T39=88000 | U39==""JOURNALIER"" | V39==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T38,237800,CANDIDATE_INPUT,0,TO_REVIEW,"R36=0 | S36=0 | T36=85000 | U36==""JOURNALIER"" | V36==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R37=0 | S37=0 | T37=80500 | U37==""JOURNALIER"" | V37==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R38=83.83 | S38=50.17 | U38==""PERMANENT"" | V38==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R39=0 | S39=0 | T39=88000 | U39==""JOURNALIER"" | V39==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R40=0 | S40=0 | T40=97000 | U40==""JOURNALIER"" | V40==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T39,88000,CANDIDATE_INPUT,0,TO_REVIEW,"R37=0 | S37=0 | T37=80500 | U37==""JOURNALIER"" | V37==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R38=83.83 | S38=50.17 | T38=237800 | U38==""PERMANENT"" | V38==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R39=0 | S39=0 | U39==""JOURNALIER"" | V39==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R40=0 | S40=0 | T40=97000 | U40==""JOURNALIER"" | V40==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R41=0 | S41=0 | T41=88000 | U41==""JOURNALIER"" | V41==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T4,377400,CANDIDATE_INPUT,0,TO_REVIEW,"R2=3.08 | S2=55.62 | T2=174000 | U2==""TEMPORAIRE"" | V2==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R3=71.98 | S3=41.05 | T3=208300 | U3==""PERMANENT"" | V3==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R4=15.63 | S4=42.09 | U4==""PERMANENT"" | V4==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R5=77.85 | S5=68.34 | T5=241600 | U5==""PERMANENT"" | V5==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R6=11.7 | S6=16.63 | T6=196200 | U6==""PERMANENT"" | V6==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T40,97000,CANDIDATE_INPUT,0,TO_REVIEW,"R38=83.83 | S38=50.17 | T38=237800 | U38==""PERMANENT"" | V38==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R39=0 | S39=0 | T39=88000 | U39==""JOURNALIER"" | V39==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R40=0 | S40=0 | U40==""JOURNALIER"" | V40==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R41=0 | S41=0 | T41=88000 | U41==""JOURNALIER"" | V41==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R42=0 | S42=0 | T42=85000 | U42==""JOURNALIER"" | V42==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T41,88000,CANDIDATE_INPUT,0,TO_REVIEW,"R39=0 | S39=0 | T39=88000 | U39==""JOURNALIER"" | V39==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R40=0 | S40=0 | T40=97000 | U40==""JOURNALIER"" | V40==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R41=0 | S41=0 | U41==""JOURNALIER"" | V41==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R42=0 | S42=0 | T42=85000 | U42==""JOURNALIER"" | V42==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R43=0 | S43=0 | T43=115000 | U43==""JOURNALIER"" | V43==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T42,85000,CANDIDATE_INPUT,0,TO_REVIEW,"R40=0 | S40=0 | T40=97000 | U40==""JOURNALIER"" | V40==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R41=0 | S41=0 | T41=88000 | U41==""JOURNALIER"" | V41==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R42=0 | S42=0 | U42==""JOURNALIER"" | V42==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R43=0 | S43=0 | T43=115000 | U43==""JOURNALIER"" | V43==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R44=0 | S44=0 | T44=91000 | U44==""JOURNALIER"" | V44==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T43,115000,CANDIDATE_INPUT,0,TO_REVIEW,"R41=0 | S41=0 | T41=88000 | U41==""JOURNALIER"" | V41==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R42=0 | S42=0 | T42=85000 | U42==""JOURNALIER"" | V42==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R43=0 | S43=0 | U43==""JOURNALIER"" | V43==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R44=0 | S44=0 | T44=91000 | U44==""JOURNALIER"" | V44==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R45=0 | S45=0 | T45=91000 | U45==""JOURNALIER"" | V45==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T44,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R42=0 | S42=0 | T42=85000 | U42==""JOURNALIER"" | V42==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R43=0 | S43=0 | T43=115000 | U43==""JOURNALIER"" | V43==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R44=0 | S44=0 | U44==""JOURNALIER"" | V44==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R45=0 | S45=0 | T45=91000 | U45==""JOURNALIER"" | V45==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R46=0 | S46=0 | T46=91000 | U46==""JOURNALIER"" | V46==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T45,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R43=0 | S43=0 | T43=115000 | U43==""JOURNALIER"" | V43==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R44=0 | S44=0 | T44=91000 | U44==""JOURNALIER"" | V44==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R45=0 | S45=0 | U45==""JOURNALIER"" | V45==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R46=0 | S46=0 | T46=91000 | U46==""JOURNALIER"" | V46==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R47=0 | S47=0 | T47=91000 | U47==""JOURNALIER"" | V47==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T46,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R44=0 | S44=0 | T44=91000 | U44==""JOURNALIER"" | V44==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R45=0 | S45=0 | T45=91000 | U45==""JOURNALIER"" | V45==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R46=0 | S46=0 | U46==""JOURNALIER"" | V46==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R47=0 | S47=0 | T47=91000 | U47==""JOURNALIER"" | V47==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R48=0 | S48=0 | T48=79000 | U48==""JOURNALIER"" | V48==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T47,91000,CANDIDATE_INPUT,0,TO_REVIEW,"R45=0 | S45=0 | T45=91000 | U45==""JOURNALIER"" | V45==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R46=0 | S46=0 | T46=91000 | U46==""JOURNALIER"" | V46==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R47=0 | S47=0 | U47==""JOURNALIER"" | V47==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R48=0 | S48=0 | T48=79000 | U48==""JOURNALIER"" | V48==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R49=0 | S49=0 | T49=88000 | U49==""JOURNALIER"" | V49==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T48,79000,CANDIDATE_INPUT,0,TO_REVIEW,"R46=0 | S46=0 | T46=91000 | U46==""JOURNALIER"" | V46==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R47=0 | S47=0 | T47=91000 | U47==""JOURNALIER"" | V47==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R48=0 | S48=0 | U48==""JOURNALIER"" | V48==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R49=0 | S49=0 | T49=88000 | U49==""JOURNALIER"" | V49==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R50=0 | S50=0 | T50=89500 | U50==""JOURNALIER"" | V50==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T49,88000,CANDIDATE_INPUT,0,TO_REVIEW,"R47=0 | S47=0 | T47=91000 | U47==""JOURNALIER"" | V47==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R48=0 | S48=0 | T48=79000 | U48==""JOURNALIER"" | V48==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R49=0 | S49=0 | U49==""JOURNALIER"" | V49==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R50=0 | S50=0 | T50=89500 | U50==""JOURNALIER"" | V50==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R51=0 | S51=0 | T51=91000 | U51==""JOURNALIER"" | V51==""SOCIETE DES MINES D'AMPANDRANDAVA"""
,,,,AMPANDRANDAVA,T5,241600,CANDIDATE_INPUT,0,TO_REVIEW,"R3=71.98 | S3=41.05 | T3=208300 | U3==""PERMANENT"" | V3==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R4=15.63 | S4=42.09 | T4=377400 | U4==""PERMANENT"" | V4==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R5=77.85 | S5=68.34 | U5==""PERMANENT"" | V5==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R6=11.7 | S6=16.63 | T6=196200 | U6==""PERMANENT"" | V6==""SOCIETE DES MINES D'AMPANDRANDAVA"" | R7=0 | S7=0 | T7=366000 | U7==""TEMPORAIRE"" | V7==""SOCIETE DES MINES D'AMPANDRANDAVA"""
